id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Camenta,8-Apr-16,7,"Zoloft (sertraline)""I’ve suffered from longstanding low-level depression ever since I can remember, and have often pondered with the idea of trying an antidepressant even though I stay away from medication as much as I can. 
Everything has worsened over the last year since my youngest, fittest sister died prematurely of breast cancer with extensive liver metastasis (or whichever came first)…I was with her for the 7 weeks after diagnosis and watched her take her last 2 breaths; this pain has become more intense lately and I would find myself crying like a baby over my little sister…
My demented elderly father got a prescription for Zoloft (he must also be depressed because of my sister’s death), but since no one at his home was giving it to him I decided to give it a try!
I’ve been taking 25mg (elixir) for 2 weeks and have seen a huge difference in my crying spells; I still think about my little sister, but don’t feel that overwhelming sadness as much…
The first week I took the Zoloft at bedtime, but started to notice difficulty falling asleep, so now I take it in the morning…I felt no other side effects!
I’m far from being a peppy, energetic person, but at least some of my suffering has been alleviated, and that’s what living is about; who needs to be in constant emotional pain!?
Good luck to all!""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bladder Infection,Kathy...,5-Aug-14,3,"Macrobid (nitrofurantoin)""I took Macrobid for two days.  By day three I was nauseous, dizzy and had diarrhea.  I felt weak and dizzy and almost passes out.  My Doctor told me to stop the medication.  It turned out that my culture was normal and I didn't need antibiotics!  I am now without the meds and I feel like I have a virus!""",,,,,,,,,,Ciprofloxacin
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,53 in...,9-Jun-19,6,"""I had a urinary tract infection and go put on ciprofloxacin. It took 2 days or so to stop tingling upon urination completely. Still having side effect of lightheadedness 3 days after end of medicine.""",,,,,,,,,,
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insulin Resistance SyndromeOff-label,Mimi,12-Jul-21,1,"""I have been on metformin 500 mg since 2015, weighed 212 pounds at 5 foot 2. I was exercising at a gym 2 hours a day 5 days a week.This was pre-pandemic, I kept a food, weight & exercise diary.
Dr prescribed a dose of three 500 mg tablets of Metformin a day, 1 pill to be taken with each meal. I don't eat 3 meals a day, I only eat when my tummy growls. I eat protein, salad with oil & vinegar. Absolutely no wine or alcohol. I eliminated carbs with exception of fresh fruit.
Experienced extreme gas, bloating, & felt terrible since 2015. I have lost 72 pounds and my doctor wishes for me to continue taking one meformin 500 mg a day. I declined and haven't taken it for the past 3 days & my husband noticed I was happier,  perkier, had more energy. I never felt this suppressed my appetite, this medicine made sick with diarrhea, the most vile gas, bloating and most recently throwing up bile.  I live on salads alone with my own homemade dressing of balsamic vinegar and oil.""",,,,,,,,,,"Glimepiride, Sitagliptin"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borderline Personality DisorderOff-label,TamHi...,29-Aug-16,1,"""I first started taking this in 2012 and at first all it did was make me incredibly tired but then it also made my moods more up n down and caused me to have psychotic episodes. i abruptly stopped taking it at that point (stupid i know....i shouldve tapered off) and from doing so i had extreme psychotic episodes. 
Ever since taking it all those years ago, ive had numerous psychotic episodes. My dr thinks it was the sertraline that reacted badly with my brain, leaving me now prone to having psychotic eps. 
I tried different dosages too, starting from the smallest dosage. I would never recommend it to anyone after what i experienced with it but then again everyone is different. All i know is that Sertraline made me worse mentally.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,goldeer,19-Aug-16,10,"""I have been on this medication since last February, so almost two years. 
Wow, what a wonderful change it has made for me. I am so indebted and thank God so much that these medications are now available and are helping to make lives better.
I had severe OCD, crying spells daily due to the overwhelming constancy of the anxiety, heart palpitating constantly, I was a mess on the inside. I never felt at peace even though I tried many things to help feel more calmed. I am 21 years of age.I am now so at peace, I notice that when the OCD comes, which it still does, the overwhelming anxiety is not there anymore. I have less fear of the future. It's a miracle for me.
Side effects: Weight gain/sex drive/sleepy. I was 145 pounds and now I am 175 pound""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,K-Man...,10-Aug-18,10,"Lexapro (escitalopram)""I currently take Lexapro 17.5mg for OCD/depression/anxiety. This drug has given me my life back. I was going off the deep end until I was prescribed this medication. I had some side effects to start off (trouble sleeping, weight gain), but have curbed these side effects through diet and exercise. Lexapro does a great job lifting depression and definitely helps with anxiety. I highly recommend this SSRI over Zoloft, which I was on for about 2 years. I also like the fact that the dosing of this med is much lower than that of Zoloft. Great experience with Lexapro. Helps with some of my anger too.""",,,,,,,,,,
,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polycystic Ovary SyndromeOff-label,AEGS,20-Jun-19,7,"""Hi, I've had PCOS since I was 17. Now I'm 32 and I've been on metformin for 3 months. I get really bad stomach aches and cramps to the point that i feel like I'm going to be ill. I also get heart burn almost every day and bad diarrhea several times a day. The side effects never seem to improve. I'm on about 1000mg to 1500mg a day. I don""t get my periods at all. Been prescribed clomid to ovulate but haven't started yet as I'm a bit nervous.""",,,,,,,,,,"Glimepiride, Sitagliptin"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generalized Anxiety Disorder,Edd,28-Aug-21,10,"""This is the first time I have been on Escitalopram (5 mg). My anxiety got worse in the last month and I had so many panic attacks, me, who I've never had such of this. I could not drive anywhere because of my fear of vomiting in the car. As soon as I got home, everything was alright.

I read so many comments here and I trust this medicine so much! I'm feeling quite alright so far (it's been 5 hours since the first dose). You all got this and are strong and powerful! I wish you all the best!!!""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety and StressOff-label,razo,15-Jun-16,8,"""I started sertraline three days ago 50mg for stress  and depression i also take propranolol 30mg a day and iv just felt spaced out always need to sleep not really hungry feel sick constantly and cant really get out of bed my legs feel really weird like tingling feeling but i feel a lot calmer already like im on cloud 9 i was getting bad thoughts not just about hurting myself but other people and for the first time in ages iv felt abit normal just hope the side affects soon wear off and start feeling myself agen""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sumatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Sumat...,1-Jan-23,10,"""Never had migraines until I quit drinking alcohol in my early '40s (daily drinker). Sumitriptan works really good on me. It says to take it immediately on the first onset but I hate taking meds so I wait 8 to 10 hours before I take it. In about an hour, I feel 100% normal with no side effects.
I went to hormone Dr found out my testosterone was below the normal range. He prescribed a testosterone cream, DHEA & pregnenolone brought my test to the high end of the normal range. Within the first month, the frequency of migraines dropped from 4 or 5 per week to 2 per month. Now 6 months in & it's 1 migraine per month. Now my only triggers are dairy and a bad night of sleep. Before I would get triggered with almost anything. I also heard certain types of THC can get rid of a migraine. But the hormones seem to prevent them all together. The hormones also help me sleep better & can eat more foods.""",,,,,,,,,,Rizatriptan
,Ciprofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urinary Tract Infection,Nickn...,31-Oct-14,10,"""I am on day 4 out of 5 so I cannot say for sure that the ciprofloxacin has eliminated the bacteria causing my infection, but I have no symptoms of a urinary tract infection anymore. Before I started taking it I had painful and frequent urination, fever, and chills, and these began to subside after the second pill, the fever and chills entirely gone the first day. I'm taking a 500mg pill twice a day. Luckily I've experienced no side effects. I had a bad dream last night but I wouldn't call it a nightmare; it wasn't anything outside the usual dream realm of possibility. Grateful for this!""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Anxiety Disorder,Becky,10-Mar-22,8,"Zoloft (sertraline)""20 years of social anxiety, ocd, IBS, I couldn’t take it anymore. Started Zoloft 3 months ago and has been very helpful.I started on 25mg and increased to 50mg. I am not 100% yet, but getting there.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Levocetirizine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allergies,Sneezy...,7-May-19,8,"""I have been taken Xyzal for about 3-4 years now. I feel like I tried it all, claritin, Zyrtec, allegra, mucinex; tried the 'D' versions of them all as well, not to mention all of the over the counter nasal sprays. 
I was the one that actually suggested Levocetirizine to my allergist because my cousin took it and it helped her, figured we had similar DNA. It was and continues to be the only drug that helps, it's so cheap on Amazon too. Now I only use Xyzal, Vlonase, and Visine  I am actually alarmed by all these negative reviews, I've always taken it in the morning, maybe I will stop doing so. I usually go off it 4 months out of the year, and haven't noticed a change when I do, so maybe the side-effects do not happen to everyone. I only found this review board when I was looking into taking Aller-max in conjunction with Xyzal, because in the REALLY bad season, nothing helps 100%.

I'm going to be more conscious about this drowsiness thing, it seems like it makes sense thinking back.""",,,,,,,,,,
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,Okayy,14-Jul-16,1,"Prozac (fluoxetine)""Prozac was the worst for me. Wouldnt recommend it to anyone. I was using it for depression and anxiety and when i first started taking it i felt terrible, stayed on it for another 4 months or so till my psychiatrist (who did absolutely nothing for me, spent a total of 15 minutes with me in 3 appts.) uped my dose to 20mg, i started feeling really tired all the time, got headaches, felt sick, my head was ALWAYS foggy, couldnt remember much, drained me right out. So without my doctors word i stopped taking it and i still feel depressed and anxious but i feel much more alive and much better. Prozac didnt work for me at all.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major Depressive Disorder,zeket...,12-Oct-14,10,"Zoloft (sertraline)""I took this 2 years ago at 150mg... lost weight, great antidepressant I'm on 60mg's of Prozac. Works very well too but thinking of going back to Zoloft because of weight gain, but I give it 10. Great medicine.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Analog...,11-Aug-23,10,"Lexapro (escitalopram)""I found myself saddled with intense anxiety in the early spring of 2022. I’m still not quite certain how it happened, or how I let it in, but it became a daily source of discomfort for me. I believe that it was one panic attack, which scared me so much, that I suddenly began thinking about panic attacks all of the time. This may be what contributed to the ongoing problem. I began to avoid things that I felt might put me into uncomfortable situations and trigger the anxiety attacks. Even going into the grocery store became a huge problem for me. I would have to plan in advance in order to do it as quickly as possible. If I had to drive somewhere, I needed to find the shortest possible route. Anyway, I began taking 5 mg of Lexapro in late June, and although it was slow, I now feel like my old self. Taking the long way home and not thinking about anxiety as much, if at all. I had no side effects whatsoever, and I want to tell anyone who is considering it, that it’s OK!""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Major Depressive Disorder,Female...,10-Jan-20,8,"""I was diagnosed with major depression, severe anxiety, panic disorder, anadonia. Been on zoloft for about 2 weeks symptoms in the beginning were more severe panic attacks at random and anxiety I was hopeless. Diarrhea, upset stomach, insomnia, sexual disfunction unable to orgasm or enjoy sex at all. I'm feeling a little more hopeful haven't had a panic attack for a couple days. I am feeling a bit better. Thankful for feeling this way than I was before. I also take xanax as needed small doses as anxiety and panic are onset.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,Karla,11-Sep-19,7,"""I was on losartan 25 mg for 2 years and had no side effects. Since December my blood pressure was high and I was getting migraines so my Dr. upped it to 50mg. Since it wasn't working she upped it to 100mg but my blood pressure was still high. In May I went back to the Dr. because I was also retaining water so she switched me to losartan 100mg/ HCTZ 12.5. Since then I feel my pressure has gone down now. I used to average at 140/90 but after switching I'm averaging 117/80. In June I started to feel super tired. I've been taking online classes and couldn't bring myself to do my work. I just go to work and when I get home I just want to sleep and that is all I want to do. I have also felt a little more depressed to where I don't want to do anything or go anywhere, I go to work only cause I have to but after that I just feel extremely lazy.""",,,,,,,,,,
